id,grupo,classe,ordem,familia,subfamilia,tribo,genero,binomio,binomio_autor,nome_comum,dieta,locomocao,distribuicao_estado,distribuicao,endemismo,iucn_2025,iucn_rationale,cites_2025,salve_2023,mma_2022,copam_2010,iema_2022,semil_2018,sedest_2024,consema_ma_2025,sema_ba_2017,consema_sc_2011,gov_rs_2014,sema_ce_2022,foto_inat,link_inat
374,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Oxymycterus,Oxymycterus caparaoe,"Oxymycterus caparaoe Hershkovitz, 1998",rato-do-brejo,In/On,SF,"Espírito Santo, Minas Gerais",Mata Atlântica,Amazônia,-,-,-,NT,-,-,EN,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1596222
375,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Oxymycterus,Oxymycterus dasytrichus,"Oxymycterus dasytrichus (Schinz, 1821)",rato-do-brejo,In/On,SF,"Alagoas, Bahia, Espírito Santo, Goiás, Minas Gerais, Pernambuco, Paraná, Rio de Janeiro, Santa Catarina, Sergipe, São Paulo","Caatinga, Mata Atlântica",-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/164570277/medium.jpeg,https://www.inaturalist.org/taxa/74827
376,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Oxymycterus,Oxymycterus delator,"Oxymycterus delator Thomas, 1903",rato-do-brejo,In/On,SF,"Bahia, Ceará, Goiás, Minas Gerais, Mato Grosso, Mato Grosso do Sul, Piauí, Paraná, São Paulo, Tocantins","Caatinga, Cerrado, Mata Atlântica",Mata Atlântica,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,DD,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/44500
377,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Oxymycterus,Oxymycterus inca,"Oxymycterus inca Thomas, 1900",rato-do-brejo,In/On,SF,Acre,Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/44497
378,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Oxymycterus,Oxymycterus itapeby,"Oxymycterus itapeby Peçanha et al., 2019",rato-do-brejo,In/On,SF,"Paraná, São Paulo","Cerrado, Mata Atlântica",-,-,-,-,DD,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1431229
379,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Oxymycterus,Oxymycterus nasutus,"Oxymycterus nasutus (Waterhouse, 1837)",rato-do-brejo,In/On,SF,"Paraná, Rio Grande do Sul,  Santa Catarina","Mata Atlântica, Pampa",-,LC,"Esta espécie é listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,DD,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/75648084/medium.jpg,https://www.inaturalist.org/taxa/44496
380,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Oxymycterus,Oxymycterus quaestor,"Oxymycterus quaestor Thomas, 1903",rato-do-brejo,In/On,SF,"Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo",Mata Atlântica,Brasil,LC,"Esta espécie é listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,DD,-,-,-,-,-,https://static.inaturalist.org/photos/333823655/medium.jpeg,https://www.inaturalist.org/taxa/74829
381,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Oxymycterus,Oxymycterus rufus,"Oxymycterus rufus (G. Fischer, 1814)",rato-do-brejo,In/On,SF,Minas Gerais,Mata Atlântica,Brasil,LC,"Esta espécie está listada como de Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorre em várias áreas protegidas e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,DD,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/22377353/medium.jpeg,https://www.inaturalist.org/taxa/44494
382,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Scapteromys,Scapteromys aquaticus,"Scapteromys aquaticus Thomas, 1920",rato-d'água,In/On,SA,Rio Grande do Sul,Pampa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/144719598/medium.jpeg,https://www.inaturalist.org/taxa/75064
383,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Scapteromys,Scapteromys meridionalis,"Scapteromys meridionalis Quintela et al., 2014",rato-d'água,In/On,SA,"Paraná, Rio Grande do Sul, Santa Catarina","Mata Atlântica, Pampa","Brasil, Mata Atlântica",-,-,-,-,-,-,-,-,CR,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/368468863/medium.jpeg,https://www.inaturalist.org/taxa/959876
384,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Scapteromys,Scapteromys tumidus,"Scapteromys tumidus (Waterhouse, 1837)",rato-d'água,In/On,SA,Rio Grande do Sul,"Mata Atlântica, Pampa",Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,VU,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/122884497/medium.jpg,https://www.inaturalist.org/taxa/45768
385,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Thalpomys,Thalpomys cerradensis,"Thalpomys cerradensis Hershkovitz, 1990",rato-do-chão,Fr/Gr,Te,"Bahia, Distrito Federal, Goiás, Mato Grosso",Cerrado,Brasil,LC,"Esta espécie está listada como Preocupação Menor, embora não seja abundante e seja irregular em sua ampla distribuição, é improvável que esteja em declínio rápido o suficiente para ser incluída em uma categoria mais ameaçada.",-,VU,VU,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/477055843/medium.jpeg,https://www.inaturalist.org/taxa/44908
386,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Thalpomys,Thalpomys lasiotis,"Thalpomys lasiotis Thomas, 1916",rato-do-chão,Fr/Gr,Te,"Bahia, Distrito Federal, Minas Gerais, Rondônia",Cerrado,-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,EN,EN,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/44907
387,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Akodontini,Thaptomys,Thaptomys nigrita,"Thaptomys nigrita (Lichtenstein, 1829)",rato-do-chão,In/On,Te,"Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo",Mata Atlântica,Pampa,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,LC,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/230210105/medium.jpg,https://www.inaturalist.org/taxa/75163
388,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Ichthyomyini,Daptomys,Daptomys ferreirai,"Daptomys ferreirai (Percequillo, Carmignotto & Silva, 2005)",rato-d'água,In/On,SA,"Mato Grosso, Pará, Rondônia",Amazônia,"Brasil, Cerrado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/106550183/medium.jpeg,https://www.inaturalist.org/taxa/1595082
389,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Ichthyomyini,Daptomys,Daptomys oyapocki,"Daptomys oyapocki Dubost & Petter, 1978",rato-d'água,In/On,SA,"Amapá, Pará",Amazônia,Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1595081
390,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Cerradomys,Cerradomys akroai,"Cerradomys akroai Bovincino, Casado & Weksler, 2014",rato-do-chão,Fr/Gr,Te,"Piauí, Tocantins",Cerrado,-,-,-,-,DD,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/907320
391,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Cerradomys,Cerradomys goytaca,"Cerradomys goytaca Tavares, Pessôa & Gonçalves, 2011",rato-goytacá,Fr/Gr,Te,"Espírito Santo, Rio de Janeiro",Mata Atlântica,Amazônia,-,-,-,EN,EN,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/483953050/medium.jpg,https://www.inaturalist.org/taxa/907321
392,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Cerradomys,Cerradomys langguthi,"Cerradomys langguthi Percequillo, Hingst-Zaher & Bonvicino, 2008",rato-do-chão,Fr/Gr,Te,"Alagoas, Ceará, Maranhão, Paraíba, Piauí, Pernambuco","Caatinga, Cerrado, Mata Atlântica","Brasil, Amazônia",-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/357916008/medium.jpeg,https://www.inaturalist.org/taxa/907322
393,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Cerradomys,Cerradomys maracajuensis,"Cerradomys maracajuensis (Langguth & Bonvicino, 2002)",rato-do-mato,Fr/Gr,Te,"Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais",Cerrado,Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande tolerância populacional a algum grau de modificação do habitat e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/123923305/medium.jpeg,https://www.inaturalist.org/taxa/74166
394,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Cerradomys,Cerradomys marinhus,"Cerradomys marinhus (Bonvicino, 2003)",rato-do-mato,Fr/Gr,Te,"Bahia, Minas Gerais",Cerrado,"Brasil, Amazônia",LC,"Essa espécie está listada como Preocupação Menor porque é localmente comum, ocorre em áreas protegidas e não se sabe que esteja em declínio em um ritmo que justificasse um status de ameaça. No entanto, a fragmentação do habitat está ocorrendo dentro de sua área de origem e pode representar uma ameaça para a espécie no futuro.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/74167
395,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Cerradomys,Cerradomys scotti,"Cerradomys scotti (Langguth & Bonvicino, 2002)",rato-do-mato,Fr/Gr,Te,"Bahia, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Piauí, São Paulo","Caatinga, Cerrado","Brasil, Amazônia",LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande tolerância populacional a algum grau de modificação do habitat e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,VU,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/133161886/medium.jpeg,https://www.inaturalist.org/taxa/74168
396,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Cerradomys,Cerradomys subflavus,"Cerradomys subflavus (Wagner, 1842)",rato-do-mato,Fr/Gr,Te,"Bahia, Goiás, Minas Gerais, São Paulo","Cerrado, Mata Atlântica",Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande tolerância populacional a algum grau de modificação do habitat e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/581434226/medium.jpg,https://www.inaturalist.org/taxa/74169
397,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Cerradomys,Cerradomys vivoi,"Cerradomys vivoi Percequillo, Hingst-Zaher & Bonvicino, 2008",rato-do-mato,Fr/Gr,Te,"Bahia, Minas Gerais, Sergipe","Cerrado, Mata Atlântica",Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/907323
398,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Drymoreomys,Drymoreomys albimaculatus,"Drymoreomys albimaculatus Percequillo, Weksler & Costa, 2011",rato-do-mato,In/On,Te,"Paraná, Rio de Janeiro, Santa Catarina, São Paulo",Mata Atlântica,"Brasil, Amazônia",NT,"O conhecimento fragmentário atual sobre a ecologia e a história natural de Drymoreomys albimaculatus, juntamente com o fato de que isso representa um novo táxon para o qual não há informações temporais passadas disponíveis, nos impede de empregar alguns dos critérios definidos pela IUCN (2001) para avaliar seu status de conservação, especialmente aqueles relacionados a questões populacionais (por exemplo, critério A,  C, D e E",-,-,-,-,-,-,DD,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/50898915/medium.jpg,https://www.inaturalist.org/taxa/935862
399,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Euryoryzomys,Euryoryzomys cerqueirai,"Euryoryzomys cerqueirai Percequillo & Weksler, 2023",rato-do-mato,Fr/Gr,Te,"Ceará, Paraíba",Caatinga,Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/414548069/medium.jpeg,https://www.inaturalist.org/taxa/1552246
400,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Euryoryzomys,Euryoryzomys emmonsae,"Euryoryzomys emmonsae (Musser et al., 1998)",rato-do-mato,Fr/Gr,Te,"Mato Grosso, Pará",Amazônia,"Brasil, Amazônia",DD,"Esta espécie está listada como Dados Insuficientes devido à ausência de informações recentes sobre sua distribuição, ameaças, status e requisitos ecológicos. São necessárias mais informações sobre os impactos de inúmeras ameaças potenciais a essa espécie, incluindo a conversão de habitat para monocultura de soja e o desmatamento para avaliar adequadamente o risco de extinção dessa espécie.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/268331108/medium.jpg,https://www.inaturalist.org/taxa/74331
401,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Euryoryzomys,Euryoryzomys lamia,"Euryoryzomys lamia (Thomas, 1901)",rato-do-mato,Fr/Gr,Te,"Goiás, Minas Gerais",Cerrado,"Brasil, Amazônia",VU,"Esta espécie está listada como Vulnerável porque sua área de ocupação (AOO) é inferior a 2.000 km², a espécie é conhecida em apenas quatro locais e dois foram completamente destruídos devido à conversão agrícola, e a extensão da ocorrência e a qualidade do habitat continuam a declinar.",-,EN,EN,CR,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/56024410/medium.jpg,https://www.inaturalist.org/taxa/74332
402,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Euryoryzomys,Euryoryzomys macconnelli,"Euryoryzomys macconnelli (Thomas, 1910)",rato-do-mato,Fr/Gr,Te,"Acre, Amapá, Amazonas, Mato Grosso, Pará, Rondônia, Roraima",Amazônia,Amazônia,LC,"Esta espécie é listada como Preocupação Menor devido à sua ampla distribuição, ocorrência em várias áreas protegidas e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/441150864/medium.jpg,https://www.inaturalist.org/taxa/74334
403,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Euryoryzomys,Euryoryzomys nitidus,"Euryoryzomys nitidus (Thomas, 1884)",rato-do-mato,Fr/Gr,Te,"Acre, Amazonas, Mato Grosso, Mato Grosso do Sul, Rondônia",Amazônia,-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/58839816/medium.jpeg,https://www.inaturalist.org/taxa/74335
404,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Euryoryzomys,Euryoryzomys russatus,"Euryoryzomys russatus (Wagner, 1848)",rato-do-mato,Fr/Gr,Te,"Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo",Mata Atlântica,-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, população presumidamente estável e porque é improvável que esteja em declínio na taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,LC,-,-,-,-,-,https://static.inaturalist.org/photos/322143283/medium.jpeg,https://www.inaturalist.org/taxa/74336
405,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Holochilus,Holochilus brasiliensis,"Holochilus brasiliensis (Desmarest, 1819)",rato-d’água,Fr/Hb,SA,"Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo","Mata Atlântica, Pampa",Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,DD,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/193859812/medium.jpeg,https://www.inaturalist.org/taxa/45009
406,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Holochilus,Holochilus chacarius,"Holochilus chacarius Thomas, 1906",rato-d’água,Fr/Hb,SA,"Mato Grosso, Mato Grosso do Sul",Pantanal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/176894576/medium.jpg,https://www.inaturalist.org/taxa/45008
407,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Holochilus,Holochilus nanus,Holochilus nanus Thomas 1897,rato-d’água,Fr/Hb,SA,"Amapá, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia",Amazônia,Brasil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/461663667/medium.jpg,https://www.inaturalist.org/taxa/1431225
408,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Holochilus,Holochilus oxe,"Holochilus oxe Prado, Knowles & Percequillo, 2021","rato-d’água, rato-do-brejo-do-nordeste-brasileiro",Fr/Hb,SA,"Alagoas, Ceará, Pernambuco",Mata Atlântica,"Brasil, Cerrado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/80493828/medium.jpeg,https://www.inaturalist.org/taxa/1431224
409,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Holochilus,Holochilus sciureus,"Holochilus sciureus Wagner, 1842",rato-d’água,Fr/Hb,SA,"Goiás, Minas Gerais, Pará, Piauí, São Paulo, Tocantins",Cerrado,Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/11487865/medium.jpeg,https://www.inaturalist.org/taxa/45007
410,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Hylaeamys,Hylaeamys megacephalus,"Hylaeamys megacephalus (Fischer, 1814)",rato-do-mato,Fr/Gr,Te,"Amapá, Amazonas, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Roraima, São Paulo, Tocantins","Amazônia, Cerrado, Pantanal",Pantanal,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, tolerância a certo grau de modificação do habitat e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/250925444/medium.jpg,https://www.inaturalist.org/taxa/74448
411,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Hylaeamys,Hylaeamys oniscus,"Hylaeamys oniscus (Thomas, 1904)",rato-do-mato,Fr/Gr,Te,"Alagoas, Bahia, Pernambuco, Paraíba",Mata Atlântica,"Brasil, Amazônia",NT,"Esta espécie está listada como Quase Ameaçada porque, embora sua extensão de ocorrência (EOO) seja superior a 90.000 km², sua distribuição é severamente fragmentada (sua área de ocupação pode estar próxima do critério B2), é conhecida em menos de dez locais e há um declínio contínuo na extensão e qualidade de seu habitat,  embora seja comum onde ocorre.",-,NT,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/80590193/medium.jpeg,https://www.inaturalist.org/taxa/74449
412,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Hylaeamys,Hylaeamys perenensis,"Hylaeamys perenensis (Allen, 1901)",rato-do-mato,Fr/Gr,Te,"Acre, Amazonas, Rondônia",Amazônia,-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/63643616/medium.jpeg,https://www.inaturalist.org/taxa/74450
413,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Hylaeamys,Hylaeamys seuanezi,"Hylaeamys seuanezi (Weksler, Geise & Cerqueira, 1999)",rato-do-mato,Fr/Gr,Te,"Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro",Mata Atlântica,Brasil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/116185638/medium.jpg,https://www.inaturalist.org/taxa/1558589
414,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Hylaeamys,Hylaeamys yunganus,"Hylaeamys yunganus (Thomas, 1902)",rato-do-mato,Fr/Gr,Te,"Acre, Amapá, Amazonas, Goiás, Mato Grosso, Pará, Rondônia, Roraima",Amazônia,-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande tolerância populacional a algum grau de modificação do habitat e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/591719049/medium.jpg,https://www.inaturalist.org/taxa/74452
415,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Lundomys,Lundomys molitor,"Lundomys molitor (Winge, 1887)",rato-do-mato,Fr/On,SA,Rio Grande do Sul,Pampa,Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada. No entanto, é conhecido apenas por algumas localidades e espécimes",-,DD,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/165977841/medium.jpeg,https://www.inaturalist.org/taxa/74529
416,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Microakodontomys,Microakodontomys transitorius,"Microakodontomys transitorius Hershkovitz, 1993",rato-do-mato,Fr/Gr,Te,Distrito Federal,Cerrado,-,EN,"Esta espécie é avaliada como Ameaçada, pois sua área de ocupação (AOO) é inferior a 500 km², é conhecida em menos de cinco locais, e há um declínio contínuo na extensão e qualidade de seu habitat.",-,EN,EN,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/504809912/medium.jpg,https://www.inaturalist.org/taxa/74583
417,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys aletheia,"Neacomys aletheia Semedo, da Silva, Carmignotto & Rossi, 2021",rato-espinhoso,Fr/Gr,Te,Amazonas,Amazônia,Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1431221
418,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys amoenus,"Neacomys amoenus Thomas, 1903",rato-espinhoso,Fr/Gr,Te,"Acre, Amazonas, Mato Grosso, Rondônia",Amazônia,Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/29255538/medium.jpg,https://www.inaturalist.org/taxa/1094421
419,Pequenos mamíferos,Mammalia,Rodentia,Cricetidae,Sigmodontinae,Oryzomyini,Neacomys,Neacomys dubosti,"Neacomys dubosti Voss, Lunde & Simmons, 2001",rato-espinhoso,Fr/Gr,Te,"Amapá, Pará",Amazônia,Brasil,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/74733
